,Latitude,Longitude,name,wheelchair,wheelchair:description,amenity,opening_hours,tourism,atm,website,cuisine
7660,48.1194571,11.5477323,La Certosa,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 10:00-22:00, Sa 17:00-22:00",,,,Italian
2140,48.1338676,11.5953364,La Cicchetteria,Partially Wheelchair Accessible,,Pub,08:30-03:00,,,https://www.lacicchetteria.de/,
6602,48.1397059,11.6025933,La Cucina Trattoria,Partially Wheelchair Accessible,,Restaurant,Su-Sa 12:00-00:00,,,https://www.lacucina-trattoria.com/,Italian
5743,48.126332,11.6738075,La Dolce Vita,Partially Wheelchair Accessible,,Restaurant,"Mo-Sa 11:30-14:30, 17:30-22:30, Su 11:30-22:00",,,,Italian
6483,48.0945317,11.5197752,La Donuteria München,Partially Wheelchair Accessible,,Cafe,"Di-Fr 10:00-19.00, Sa 10:00-18:00, So 10:00-16:00",,,https://ladonuteria.eu/,"Donut,American"
12213,48.1343232,11.5354574,La Dînette,Partially Wheelchair Accessible,,Cafe,"Mo 10:30-18:00, Tu,Th 10:00-18:30, We 10:00-18:00, Fr 10:30-17:00, Sa-Su closed, PH closed",,,,
10562,48.13726,11.564054,La Fiesta,Fully Wheelchair Accessible,,Fast Food,"Mo-Th 11:00-02:00, Fr-Sa 11:00-04:00, Su 16:00-22:00",,,,
7453,48.143209,11.5454157,La Forchetta,Fully Wheelchair Accessible,,Restaurant,"Mo-Fr 11:00-23:00, Sa 17:00-23:00",,,https://la-forchetta-munich.de/,Italian
1128,48.1965851,11.5321995,La Giara,Partially Wheelchair Accessible,,Restaurant,"Tu-Fr 11:30-14:30, 17:30-23:00, Sa-Su 11:30-23:00",,,,Italian
2722,48.1138793,11.5836659,La Locanda (im Leonardo Hotel Residence),Fully Wheelchair Accessible,,Restaurant,"We-Fr,Su 11:30-14:00, Su-Fr 18:00-23:00, Tu,Sa 18:00-23:00, Mo off",,,https://la-locanda-pr.de/,Italian
5183,48.087488,11.6411127,La Locandiera,Fully Wheelchair Accessible,,Restaurant,"Mo-Su 11:30-15:00,18:00-23:00",,,http://lalocandiera.de/,Italian
2841,48.1928894,11.6185441,La Lucania,Partially Wheelchair Accessible,,Restaurant,"Tu-Su 11:30-14:30,17:30-23:00",,,,Italian
3548,48.1520179,11.5288434,La Luna,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:00-14:30,17:30-22:00, Sa 11:00-12:00,17:30-22:00, Su off",,,,"Italian,Pizza"
2743,48.1629127,11.5904791,La Maison,Partially Wheelchair Accessible,kein Rolli - WC,Restaurant,,Hotel,,https://www.hotel-la-maison.com/,
8078,48.0996868,11.6304729,La Parmigiana,Partially Wheelchair Accessible,,Restaurant,,,,,Italian
229,48.0943417,11.6312156,La Passione,Partially Wheelchair Accessible,,Restaurant,"Tu-Sa 11:30-14:30, 17:30-22:30, Su 11:30-21:30",,,,Italian
742,48.1698215,11.5787798,La Piazza,Fully Wheelchair Accessible,,Restaurant,,,,,
5182,48.1228117,11.576011,La Sophia,Fully Wheelchair Accessible,,Restaurant,"Mo-Fr 11:30-22:00, Su-Sa 10:00-22:00",,,https://lasophia.de/,Pizza
6507,48.1379761,11.6153311,La Spaghettata,Partially Wheelchair Accessible,,Restaurant,,,,,Italian
1944,48.1332057,11.5836412,La Taquería by Cometa,Partially Wheelchair Accessible,,Fast Food,"Mo-Fr 11:30-21:00, Sa-Su 12:00-21:00",,,,Mexican
10223,48.14661,11.5593117,La Tarti,Partially Wheelchair Accessible,,Fast Food,Mo-Fr 08:00-15:00,,,http://latarti.de/,French
4821,48.14632,11.531005,La Tasca nueva,Partially Wheelchair Accessible,,Restaurant,Mo-Su 17:30-24:00,,,,"Spanish,Tapas"
4100,48.137212,11.5778153,La Valle,Fully Wheelchair Accessible,,Restaurant,Mo-Su 10:30-00:30,,,,Italian
1142,48.1134765,11.6506253,La Villetta,Fully Wheelchair Accessible,,Restaurant,"Mo-Sa 11:30-14:30,17:30-23:00, Su 11:30-23:00",,,,Italian
3806,48.1314909,11.589034,La casa de kebab,Partially Wheelchair Accessible,,Fast Food,,,,,"Turkish,Kebab"
3072,48.1254995,11.5403445,LaBamba,Partially Wheelchair Accessible,,Pub,,,,,
3946,48.1012859,11.5238504,LaL QiLa,Partially Wheelchair Accessible,,Restaurant,"Su-Fr 11:30-14:30,17:30-23:00, Sa 17:30-23:00",,,,Indian
4052,48.1566063,11.5304443,Lachner Apotheke,Partially Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-13:00",,,https://www.lachner-apotheke.de/,
6353,48.1744879,11.585335,Lachoni,Fully Wheelchair Accessible,,Restaurant,,,,,Italian
7168,48.1377528,11.5437818,Ladencafé Marais,Partially Wheelchair Accessible,,Cafe,"Tu-Sa 08:00-20:00, Su 10:00-18:00, Mo off",,,http://cafe-marais.de/,French
6002,48.1335861,11.5814376,Lago di Garda,Partially Wheelchair Accessible,,Restaurant,Su-Sa 11:30-23:00,,,,Italian
835,48.1413818,11.4925452,Laimers,Partially Wheelchair Accessible,Vom Biergarten kommt man mit Hilfe des netten Personals rein (eine kleine Stufe). Keine rollstuhlgerechtes WC.,Restaurant,"Mo-Fr 17:00-22:00, Sa,Su 10:00-22:00",,,https://www.laimers.com/,Regional
1596,48.1123871,11.5341026,Lamingtons,Partially Wheelchair Accessible,,Cafe,"Tu-Sa 07:30-16:00, Su 08:00-16:00",,,,"Cake,Coffee_Shop"
12738,48.1654974,11.5649515,Lan Anh,Fully Wheelchair Accessible,,Restaurant,Su-Fr 11:00-22:30,,,,Vietnamese
957,48.1968751,11.4147458,Langwieder See,Fully Wheelchair Accessible,,,,Hotel,,https://www.langwiedersee.de/,
6790,48.1380683,11.6081479,Lara,Partially Wheelchair Accessible,,Fast Food,"Mo-Fr 06:00-20:00, Sa 08:00-20:00, PH off",,,,Kebab
2239,48.1983195,11.5355231,Lasallestraße,Fully Wheelchair Accessible,,Taxi,,,,,
1149,48.1983459,11.5349133,Lassalle Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo,Tu,Th 08:00-13:00, 14:00-19:00, We,Fr 08:00-13:00, 14:00-18:30, Sa 08:00-13:00",,,,
11613,48.1464629,11.4646379,Layalina,Partially Wheelchair Accessible,,Cafe,,,,,
693,48.1295151,11.5889861,Le Jardin,Partially Wheelchair Accessible,,Restaurant,,,,,Mediterranean
6113,48.1390138,11.5580028,Le Méridien,Fully Wheelchair Accessible,,,,Hotel,,,
9063,48.1241049,11.5874845,Le Plaisant,Partially Wheelchair Accessible,,Restaurant,,,,,
3290,48.1361721,11.5828423,Le Stollberg,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:30-14:30,18:00-24:00, Sa 12:00-24:00",,,,French
8262,48.1474943,11.5774607,LeDu - Happy Dumplings,Partially Wheelchair Accessible,,Restaurant,"Mo-Th 11:30-21:30, Fr 11:30-22:00, Sa,PH 12:00-22:00, Su 12:00-21:30",,,,Chinese
8733,48.1373724,11.5707067,LeDu Happy Dumplings & Noodle,Partially Wheelchair Accessible,,Restaurant,Mo-Su 11:30-21:30,,,,Chinese
11671,48.1867449,11.5627276,Lebara,Partially Wheelchair Accessible,,Internet_Cafe,"PH,Mo-Su 10:00-21:00",,,,
290,48.1629956,11.5693919,Lebenslust Schwabing,Partially Wheelchair Accessible,,Restaurant,Mo-Sa 16:00-02:00,,,,International
4235,48.1394654,11.5849716,Lehel Bar Food Club,Partially Wheelchair Accessible,,Bar,Mo-Sa 11:00-03:00,,,https://www.lehel-bar.de/,
6534,48.0966597,11.5207596,Lehrinstitut Bencic,Partially Wheelchair Accessible,Toilette nicht Rollstuhlgeeignet,College,,,,,
900,48.1456195,11.593542,Leib und Seele,Partially Wheelchair Accessible,,Restaurant,Mo-Su 09:00-01:00,,,,International
5994,48.0787774,11.6724441,Leiberheim,Fully Wheelchair Accessible,,Restaurant,"Tu-Sa 16:00+, Mo off, Su,PH 10:00+, Jan-Mar,Oct,Nov: Tu off, Dec 23-24,Dec 27-30: off",,,https://www.leiberheim.de/,Bavarian
5189,48.1259012,11.5980938,Leo's Lounge,Partially Wheelchair Accessible,,Restaurant,"Mo-Th 10:30-01:00, Fr 10:30-03:00, Sa 10:30-23:00, Su 10:00-24:00",,,https://leos-lounge.de/,International
2652,48.1138427,11.5837839,Leonardo Hotel & Residenz München,Fully Wheelchair Accessible,,,,Hotel,,,
3905,48.160859,11.545148,Leonardo Hotel Munich City Olympiapark,Partially Wheelchair Accessible,,,,Hotel,,https://www.leonardo-hotels.de/munich/leonardo-hotel-munich-city-olympiapark,
1769,48.1584205,11.5475107,Leonrod Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-13:00",,,,
2075,48.1607017,11.5866785,Leopold Kinos 1+2+3,Fully Wheelchair Accessible,Lift,Cinema,"Mo-Fr 14:15-20:45, Sa,Su 13:45-20:45",,,https://www.kino-zeit.de/kinoprogramm/muenchen/leopold-kino-muenchen,
11673,48.1552678,11.5835052,Leopoldstraße,Fully Wheelchair Accessible,,,,Attraction,,,
2499,48.1708729,11.564161,Lerchenapotheke,Partially Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-13:00",,,https://www.lerchen-apotheke-muenchen.de,
4285,48.1393096,11.5746415,Les Deux,Fully Wheelchair Accessible,Rollstuhl-WC im UG ist über Lift erreichbar.,Restaurant,Mo-Sa 09:00-23:00,,,,French
7615,48.1344898,11.5979576,Letoon,Fully Wheelchair Accessible,Mediterrane Spezialitäten,Fast Food,"Mo,Tu 11:30-14:00, Mo-Fr 17:00-20:00, We,Th 11:30-14:00,17:00-21:30, Fr 11:30-14:00,17:00-22:00, Sa,Su 12:00-21:30",,,,
751,48.124826,11.6552939,Libellen-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-06:30, Sa 09:00-14:00",,,,
10046,48.1510652,11.4612956,Lichthof und Bar,Fully Wheelchair Accessible,,Arts_Centre,Mo-Su 10:00-23:00,,,,
843,48.1407803,11.5906741,Liebighof im Lehel,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 09:00-01:00, Sa-Su 17:00-01:00",,,https://www.liebighof.de/,Bavarian
1584,48.1295677,11.5423436,Lieblingseck,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 06:30-18:00, PH,Sa,Su 07:00-12:00",,,,
1888,48.1350872,11.5762598,Liesl-Karlstadt-Brunnen,Fully Wheelchair Accessible,,Fountain,,Attraction,,,
12063,48.1542414,11.5613301,Lighthouse - Bibel. Musik. Feierabend.,Partially Wheelchair Accessible,,Place_Of_Worship,Tu 19:30-22:30,,,https://bibel-musik-feierabend.de/,
12182,48.1379118,11.5420043,Ligsalz8 - Das münchner Syndikatshaus,Partially Wheelchair Accessible,,Community_Centre,,,,https://ligsalz8.de,
11540,48.1838448,11.5977779,Lihotzky,Fully Wheelchair Accessible,,Community_Centre,"""Verschiedene Veranstaltungen und Vermietungen""",,,https://www.lihotzky.org/,
2267,48.1164443,11.5710595,Likavitos,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:30-14:30, 16:30-22:00, Sa 14:00-22:00, Su 12:00-22:00",,,https://www.taverna-likavitos.com/,Greek
353,48.2124296,11.5560008,Lilienapotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-18:30, Sa 08:00-12:30",,,https://www.lilien-apotheke.de,
8287,48.1461988,11.4218281,Limes Pizza,Fully Wheelchair Accessible,,Fast Food,"Mo-Su 11:00-22:00, Tu off",,,https://www.limespizza-muenchen.de,
622,48.1442767,11.4609754,Linden-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-13:00",,,,
8551,48.1490325,11.5492208,Little Asia,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 10:00-21:00, Sa 11:00-16:00",,,,Asian
5739,48.1334,11.5766331,Little Daruma,Fully Wheelchair Accessible,,Fast Food,"Mo-Fr 11:30-14:30,17:30-20:30, Sa 12:30-20:30",,,https://www.littledaruma.de/,Japanese
9802,48.1356641,11.5808863,Little London Bar&Grill,Fully Wheelchair Accessible,,Restaurant,"Tu-Sa 17:00-01:00, Dec 24-Dec 26 off, Su,Mo off",,,,Steak_House
271,48.1498059,11.5635544,Little Tokyo,Partially Wheelchair Accessible,,Fast Food,"Mo-Fr 11:00-22:00, Su 12:00-22:00",,,,Sushi
714,48.1228084,11.5649637,Living Hotel Hotel Prinzessin Elisabeth,Fully Wheelchair Accessible,,,,Hotel,,,
5310,48.1566738,11.5661624,Lo Spuntino,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 10:00-22:00, Sa 10:00-17:00, Su off",,,,Italian
7371,48.109158,11.5025354,Locanda Busento,Partially Wheelchair Accessible,,Restaurant,Mo-Su 11:30-23:30,,,,Italian
1491,48.1623976,11.6287356,Lohengrin's,Partially Wheelchair Accessible,Der Gastraum und die Toiletten sind ebenerdig erreichbar. Allerdings gibt es keine Toilette mit breiter Tür und die Toilettenräume sind für Rollstuhlfahrer viel zu eng. Das Personal ist freundlich und den Umgang mit rollstuhlfahrenden Gästen gewohnt.,Pub,Su-Sa 11:00-01:00,,,,
11098,48.1173731,11.5396367,Lokanta,Fully Wheelchair Accessible,,Fast Food,"Mo-Fr 11:00-21:00, PH,Sa,Su 12:00-21:00",,,,"Kebab,Falafel,Pizza"
2542,48.1600678,11.5798338,Lorenzo Corno,Fully Wheelchair Accessible,,Cafe,Mo-Su 11:00-23:00,,,,
7119,48.1211464,11.5573311,Los Bandidos,Partially Wheelchair Accessible,,Restaurant,,,,https://www.los-bandidos.de/,Mexican
2726,48.15549,11.57548,Los Faroles,Partially Wheelchair Accessible,"Schwelle ca. 5-7 cm, kein Rolli-WC",Restaurant,"Mo 11:30-14:30, We-Tu 11:30-14:30, Fr 11:30-23:00, Sa-Su 17:00-23:00",,,,Spanish
9173,48.1491212,11.5796565,Lost Weekend,Partially Wheelchair Accessible,,Cafe,"Mo-Fr 08:00-20:00, Sa 10:00-20:00, Su, PH 12:00-18:00",,,,Coffee_Shop
4489,48.1277038,11.5981239,Lothringer 13 Halle,Partially Wheelchair Accessible,"Parken: 1 Platz Lothringer Straße 1, Zugang: im Innenhof, ebenerdig, WC: kein barrierefreies WC",Arts_Centre,We-Su 11:00-19:00,,,https://www.lothringer13.com/,
3867,48.1540256,11.5361897,Lotto & Getränke Walter,Partially Wheelchair Accessible,,Post Office,"Mo-Fr 07:00-19:00, Sa 08:00-18:00",,,,
11690,48.0903622,11.5074515,Lotto im Hagebau,Fully Wheelchair Accessible,,Post Office,Mo-Sa 08:00-19:45,,,,
6576,48.0996545,11.53096,Lotus Thai Shiatsu Massage,Partially Wheelchair Accessible,,Social_Facility,,,,,
5001,48.1013987,11.6430372,Love me tender,Partially Wheelchair Accessible,,Restaurant,,,,,
8238,48.1437326,11.5743816,Lucky Who,Fully Wheelchair Accessible,,Bar,"Mo-We 19:30-01:00, Th-Sa 19:30-03:00",,,https://luckywho.de/,
1250,48.1173606,11.5704855,Lucullus,Partially Wheelchair Accessible,WC im EG. Kein Rollstuhl-WC vorhanden.,Restaurant,"Su 12:00-00:00, Mo-Sa 17:00-00:00",,,https://lucullus-muenchen.de/,Greek
12346,48.1469826,11.5684595,Ludovico,Fully Wheelchair Accessible,,Cafe,,,,,
1197,48.1500233,11.5942831,Ludwig-Maximilians-Universität,Partially Wheelchair Accessible,,University,,,,https://www.lmu.de/de/,
3862,48.080949,11.5279936,Ludwigshöher Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-18:30, Sa 08:00-13:00",,,,
12699,48.1473077,11.5681509,Luminous Link,Fully Wheelchair Accessible,,,,Artwork,,,
8853,48.1382981,11.5778267,Lump und Stein - die Weinbar im Alten Hof,Fully Wheelchair Accessible,,Bar,Mo-Su 15:00-01:00,,,https://www.lump-die-weinbar.de/,
741,48.1664005,11.5697797,Lupo,Partially Wheelchair Accessible,,Restaurant,Mo-Su 11:30-22:00,,,https://www.tc-lupo.de/,
2282,48.1618416,11.5896978,Lustspielhaus,Fully Wheelchair Accessible,"Hohe Stufe, kein Rolli-WC, sehr enge Räumlichkeiten (kein Durchkommen),Zugang über Nebeneingang, Rampe vorhanden, Personal sehr hilfsbereit, bei rechtzeitiger Reservierung Rolliplätze direkt an der Bühne",Theatre,,,,,
12672,48.1478587,11.5585918,Löwenbräukeller,Partially Wheelchair Accessible,,Biergarten,"Mo-Th 11:00-23:00, Fr,Sa 11:00-24:00, Su 11:00-22:00",,,,
6079,48.1367215,11.5428541,L’Adresse 37,Partially Wheelchair Accessible,,Restaurant,Mo-Su 18:00-00:30,,,https://www.ladresse37.de/,French
1959,48.0996286,11.530891,L’Incontro Ristorante Pizzeria,Partially Wheelchair Accessible,Keine behindertengerechte Toilette,Restaurant,"Mo-Fr 11:00-22:00, Sa 16:30-22:00",,,,Italian
2315,48.1311959,11.5715276,M. C. Mueller,Partially Wheelchair Accessible,,Bar,Mo-Sa 18:00+,,,https://www.mcmueller.org/,Burger
9097,48.1907683,11.5715028,MDK Kantine,Fully Wheelchair Accessible,,Restaurant,"Mo-Fr 11:00-13:15, Fr 08:00-09:00",,,,
6967,48.1607418,11.5734947,MOP Integrativer Jugendtreff,Fully Wheelchair Accessible,"Rolli-Toilette & Räume voll zugänglich, für Jugendliche mit & ohne Behinderung von 11-21 Jahren, Alle Infos unter http://mopjugendtreff.de. Unser inklusives Projekt MOPMania für junge Erwachsene von 18-27 Jahren, siehe http://MOPMania.de",Social_Facility,,,,https://mopjugendtreff.de/,
11012,48.1350721,11.5774889,MUC,Fully Wheelchair Accessible,,Bar,,,,,
381,48.1030126,11.6022296,MVG-Museum,Partially Wheelchair Accessible,,,"2019 Feb 03,2019 Feb 24,2019 Mar 09,2019 Mar 10,2019 Mar 24,2019 Apr 14,2019 Apr 21,2019 May 12,2019 May 26,2019 Jun 08,2019 Jun 09,2019 Jun 23,2019 Jul 07,2019 Jul 28 11:00-17:00, Aug off",Museum,,,
12426,48.1358668,11.5025919,MVZ Radiologie München Süd West,Fully Wheelchair Accessible,,Doctors,"Mo-Fr 7:30-21:00, Sa 08:00-13:00",,,https://radiologie-muenchen-suedwest.de/,
8840,48.1386088,11.5776716,MW Zentrum für Orthopädie und Sportmedizin,Fully Wheelchair Accessible,,Doctors,,,,,
10220,48.1622839,11.5859687,Macchiato,Fully Wheelchair Accessible,,Restaurant,"Mo-Fr 08:00-20:00, Sa 09:00-20:00, Su 09:00-19:00",,,http://www.cafemacchiato.de/,
7415,48.1522792,11.5338044,Machwerk AtelierWerkstatt,Partially Wheelchair Accessible,,,,Museum,,http://www.machwerk-muenchen.de,
3335,48.138537,11.566739,Macinino,Fully Wheelchair Accessible,,Cafe,Mo-Fr 08:00-20:00,,,,
9324,48.1629107,11.5722799,Madame Boulos,Fully Wheelchair Accessible,,Cafe,"Sa,Su 14:00-17:00",,,https://madame-boulos.de/,"Coffee,Cake,Confectionery"
7614,48.1658895,11.5835506,Made in Portugal & Brasil Feinkost,Partially Wheelchair Accessible,,Restaurant,,,,,
5291,48.1410326,11.5767677,Maelu,Partially Wheelchair Accessible,,Cafe,"Mo-Fr 10:30-18:00, Sa 10:30-19:00",,,https://maelu.de/,Chocolate
2021,48.1575882,11.5610305,Magic Woks,Partially Wheelchair Accessible,,Fast Food,"Mo-Fr 11:00-14:30,17:00-22:30, Su 12:00-22:30, Sa off",,,http://www.magic-woks.de,Thai
2159,48.1092191,11.5743578,Magnus Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-19:00, Sa 09:00-13:00, Su,PH off",,,,
3924,48.1511086,11.5360448,Maharaja,Partially Wheelchair Accessible,,Restaurant,"Su-Fr 11:30-14:30, 17:30-24:00, Sa 17:30-24:00",,,,Indian
1421,48.1489776,11.5591403,Maharani,Partially Wheelchair Accessible,,Restaurant,"11:30-15:00,17:30-24:00",,,,Indian
4859,48.1328014,11.5774934,Mai Garten,Fully Wheelchair Accessible,,Restaurant,"Mo-Sa 11:30-15:00,17:30-22:30, Su 17:00-22:30",,,,"Chinese,Dumpling"
1449,48.1492068,11.5462187,Mai Ly,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:00-15:00, 17:00-21:00, Su 17:00-21:00",,,,Asian
8861,48.1348381,11.5774488,Mailing,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 10:00-18:00, Sa 9:30-17:00",,,,Asian
11442,48.1278614,11.5562868,Make Falafel not War,Fully Wheelchair Accessible,,Fast Food,"Mo-Fr 10:30-20:00, Sa 11:30-18:00",,,http://www.makefalafelnotwar.de,Falafel
3529,48.1564335,11.5402855,Malzraum,Partially Wheelchair Accessible,,Restaurant,"Mo-Sa 18:00-24:00, Su 18:00-23:00",,,https://malzraum.de/,Bavarian
1539,48.1286802,11.6140895,Mama Pizza,Partially Wheelchair Accessible,,Fast Food,"Mo-Fr 11:00-13:40,17:00-22:15, Sa 11:00-22:15, Su 11:00-22:00",,,https://mama-pizza.de/,Pizza
5858,48.128582,11.5721797,Mamma Mia,Fully Wheelchair Accessible,,Fast Food,"Mo-Sa 11:00-24:00, Su,PH 12:00-23:00",,,,Italian
8862,48.1794761,11.5696989,Mamma Mia Pizza,Fully Wheelchair Accessible,,Fast Food,,,,,
2729,48.1521801,11.5738385,Man Fat,Partially Wheelchair Accessible,,Restaurant,"We-Mo,PH 11:30-15:00,17:30-23:00",,,http://man-fat.de/,Chinese
9044,48.1309884,11.5711081,Man Versus Machine Coffee Roasters,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 08:00-18:00, Sa-Su 09:00-18:00",,,https://mvsm.coffee/,
12333,48.1297075,11.5918541,Manam Thai Food & Sweets,Fully Wheelchair Accessible,,Fast Food,"Mo-Su,PH 11:30-20:45",,,,Thai
6123,48.136859,11.5797008,Mandarin China Restaurant,Partially Wheelchair Accessible,Keine Behindertentoilette,Restaurant,"Mo-Su,PH 11:29-14:30,17:30-22:00",,,,Chinese
12779,48.1375089,11.5733243,Mann mit ausgebreiteten Armen,Fully Wheelchair Accessible,,,,Artwork,,,
2077,48.1160172,11.5699426,Manuelita,Fully Wheelchair Accessible,,Childcare,,,,https://www.manuelita-kita.de,
891,48.1397399,11.5871872,Maria Gandl,Partially Wheelchair Accessible,,Restaurant,"Su off, Mo-Sa 09:00-01:00",,,https://www.gandl.de/,
3447,48.1377002,11.5993168,Maria Heil der Kranken,Fully Wheelchair Accessible,,Place_Of_Worship,,,,,
715,48.138514,11.445079,Maria-Eich-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-12:30, 14:30-18:30, Sa 08:00-12:30",,,https://www.mariaeich-apotheke-app.de/,
1188,48.1332061,11.5587842,Mariandl,Partially Wheelchair Accessible,,Restaurant,09:00-01:00,Hotel,,https://www.mariandl.com/,
4092,48.1359351,11.5863477,Mariannenhof,Partially Wheelchair Accessible,,Restaurant,"PH,Su-Fr 11:30-01:00, Sa 15:00-01:00",,,https://mariannenhof-bar.de/,
1186,48.1336954,11.5652632,Marien Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-19:30, Sa 08:30-14:00",,,https://www.marien-apotheke-muenchen.de/,
6073,48.0774384,11.5199689,Marienstern Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-13:00",,,,
1845,48.137235,11.5755354,Mariensäule,Fully Wheelchair Accessible,,,,Attraction,,,
9834,48.1379507,11.551461,Marmaris,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:00-23:00, Sa 10:00-01:00, Su 14:00-24:00",,,,Turkish
1916,48.1745444,11.5926656,Marriott München,Fully Wheelchair Accessible,Tolles Hotel !,,,Hotel,,https://www.marriott.de/hotels/maps/travel/mucno-munich-marriott-hotel/,
3437,48.128963,11.5845633,Mars,Fully Wheelchair Accessible,,,,Artwork,,,
980,48.1565946,11.5044675,Marstallmuseum Nymphenburg,Partially Wheelchair Accessible,,,,Museum,,,
12488,48.1702803,11.5870348,Marta Trattoria & Bar,Fully Wheelchair Accessible,,Restaurant,"Mo-Fr 11:30-15:00,17:00-01:00, Sa 17:00-01:00, Su 17:00-24:00",,,https://marta.restaurant,Italian
5205,48.1553495,11.6372668,Martinelli,Partially Wheelchair Accessible,,Restaurant,"Mo-Sa 12:00-14:30, 18:30-23:00",,,,Italian
2517,48.099992,11.5277295,Mary's Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 09:00-19:00",,,https://obersendling.marys-apotheke.de,
7829,48.1148493,11.4786665,Mary's Apotheke Großhadern,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 09:00-19:00, Sa 09:00-14:00",,,https://grosshadern.marys-apotheke.de,
7722,48.0925937,11.5308112,Mary's Apotheke Südseite,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 08:00-14:00",,,https://suedseite.marys-apotheke.de/,
5507,48.15708,11.58387,Masquerade,Partially Wheelchair Accessible,"Großteil des Außenbereichs nicht befahrbar,kein Rolli-WC. Großer Innenbereich und Bar problemlos.",Restaurant,closed,,,,
6080,48.1390313,11.5643026,Mathäser Filmpalast,Fully Wheelchair Accessible,,Cinema,Mo-Su 09:00-23:30,,,https://www.mathaeser.de/mm,
9775,48.1340002,11.5666078,Max Beef Noodles,Partially Wheelchair Accessible,,Restaurant,"Mo-Su 11:30-15:00, Mo-Su 17:00-21:30",,,https://www.max-noodles.de/,"Chinese,Noodle"
1728,48.1343945,11.5978062,Max-Weber-Platz-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-18:30, Sa 08:00-13:00",,,https://www.mwp-apo.de/,
11995,48.186756,11.5928576,Maximahl,Fully Wheelchair Accessible,,Restaurant,"Mo,Tu 10:00-15:00, We-Fr 10:00-18:00, Su off || ""vor und nach Veranstaltungen der Kulturbühne""",,,https://www.horizont-domagkpark.org/restaurant/,
2888,48.1922687,11.5846994,McCafé,Partially Wheelchair Accessible,kein WC,Cafe,"Mo-Sa 00:00-05:00,06:00-24:00, Su 00:00-07:00,08:00-24:00",,,,Coffee_Shop
71,48.192264,11.584578,McDonald's,Partially Wheelchair Accessible,kein WC,Fast Food,"Mo-Sa 00:00-05:00,06:00-24:00, Su 00:00-07:00,08:00-24:00",,,,Burger
6834,48.1305977,11.6071296,Meandros,Partially Wheelchair Accessible,,Pub,,,,,
9779,48.1254734,11.5611269,Meat in Bun,Partially Wheelchair Accessible,,Restaurant,"Mo-Th 12:00-22:00, Fr-Su 12:00-23:00",,,,Burger
9609,48.09421,11.5237379,MediCenter Obersendling,Fully Wheelchair Accessible,,Doctors,,,,,
1886,48.1361024,11.6135895,Media Markt,Fully Wheelchair Accessible,,Parking,"Mo-Sa 07:00-23:00, PH,Su off",,,,
4525,48.1497998,11.5482291,Medici,Fully Wheelchair Accessible,,Restaurant,"Mo-Su 11:30-14:30, 18:00-22:30",,,https://www.medici-ristorante.de/,Italian
13356,48.1357036,11.5754687,Medicover München MVZ,Fully Wheelchair Accessible,,Clinic,"Mo-Th 08:00-18:00, Fr 08:00-13:00, Sa,Su,PH off",,,https://www.medicover.de/de/facilities/medicover-muenchen-mvz/about,
2953,48.1411659,11.5581419,Mediterrano,Fully Wheelchair Accessible,,Canteen,"Mo-Fr 06:15-20:00, Sa 06:30-20:00, Su 07:00-20:00",,,,
1189,48.133499,11.5581371,Medizinische Lesehalle,Partially Wheelchair Accessible,,Library,"Mo-Fr 08:00-22:00, Sa-Su 09:00-18:00, PH off",,,https://www.ub.uni-muenchen.de/bibliotheken/bibs-a-bis-z/0700/index.html,
